zip,city,pilot,stage,p1_items,p1_clean,p2_items,p4_deferred,candidate_decisions,discovery_passes,discovery_status,last_discovery_at,historical_evidence_rows,directory_rows,excluded_rows,source_candidates,external_discoveries,confirmed,needs_verification,identity_review,status_unresolved,gp_scope_unresolved,location_incomplete,probable_non_office,likely_specialist_only,source_unrepresented,external_pending,researched_unresolved,resolved_excluded,dir_with_coords,dir_missing_coords,dir_coords_recoverable,dir_coords_suspect,dir_site_checked_live,dir_prior_web_research,dir_ownership_review_only,dir_no_prior_research,dir_identity_flagged,open_items,review_items,sources_searched,last_activity,batch_rank
60546,NORTH RIVERSIDE,False,not_started,2,0,4,18,0,[],not_searched,,12,19,3,2,0,0,0,1,0,0,0,1,2,2,0,0,0,9,10,3,0,1,11,6,1,1,6,3,,,139
60628,CHICAGO,False,not_started,3,2,3,14,0,[],not_searched,,10,15,2,3,0,0,0,1,0,0,1,1,1,2,0,0,0,7,8,2,0,0,8,7,0,5,6,3,,,140
60189,WHEATON,False,not_started,1,0,4,10,0,[],not_searched,,10,11,3,1,0,0,0,1,0,1,0,0,2,1,0,0,0,8,3,1,0,1,8,1,1,2,5,3,,,141
60431,Joliet,False,not_started,0,0,5,7,0,[],not_searched,,6,9,3,0,0,0,0,2,0,1,0,1,1,0,0,0,0,4,5,0,0,0,4,5,0,3,5,3,,,142
60441,Lockport,False,not_started,2,0,3,11,0,[],not_searched,,9,13,1,2,0,0,0,1,1,0,1,1,0,1,0,0,0,7,6,1,0,1,6,4,2,1,5,3,,,143
60805,EVERGREEN PARK,False,not_started,2,1,3,14,0,[],not_searched,,11,16,1,2,0,0,0,0,1,0,1,1,0,2,0,0,0,5,11,5,0,1,9,5,1,3,5,3,,,144
60202,EVANSTON,False,not_started,1,0,3,8,0,[],not_searched,,7,10,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,5,5,0,0,2,5,3,0,3,4,3,,,145
60443,MATTESON,False,not_started,3,0,1,5,0,[],not_searched,,5,5,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,1,4,0,0,0,4,1,0,2,4,3,,,146
60448,Mokena,False,not_started,1,0,3,13,0,[],not_searched,,11,15,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,11,4,0,0,1,10,3,1,2,4,3,,,147
60450,Morris,False,not_started,1,0,3,10,0,[],not_searched,,11,12,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,8,4,0,0,1,8,3,0,1,4,3,,,148
60482,WORTH,False,not_started,0,0,4,3,0,[],not_searched,,3,6,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,3,0,0,0,3,2,1,2,4,3,,,149
60490,Bolingbrook,False,not_started,2,1,2,8,0,[],not_searched,,4,9,1,2,0,0,0,1,0,0,0,0,1,2,0,0,0,5,4,1,0,1,2,5,1,0,4,3,,,150
60513,BROOKFIELD,False,not_started,2,1,2,11,0,[],not_searched,,2,12,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,6,6,2,0,0,2,8,2,0,4,3,,,151
60586,Plainfield,False,not_started,2,0,2,10,0,[],not_searched,,5,11,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,7,4,0,0,1,3,5,2,4,4,3,,,152
60620,CHICAGO,False,not_started,2,0,2,13,0,[],not_searched,,10,14,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,5,9,2,0,0,9,5,0,3,4,3,,,153
60637,CHICAGO,False,not_started,2,0,2,7,0,[],not_searched,,5,8,1,2,0,0,0,1,0,0,0,1,0,2,0,0,0,6,2,0,0,1,3,2,2,1,4,3,,,154
60645,CHICAGO,False,not_started,0,0,4,14,0,[],not_searched,,12,17,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,12,5,0,2,10,3,2,0,4,3,,,155
60107,STREAMWOOD,False,not_started,1,1,2,19,0,[],not_searched,,15,20,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,10,10,2,0,3,12,4,1,3,3,3,,,156
60191,WOOD DALE,False,not_started,1,1,2,7,0,[],not_searched,,5,9,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,3,6,4,0,0,5,4,0,2,3,3,,,157
60534,LYONS,False,not_started,1,0,2,1,0,[],not_searched,,2,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,1,0,3,3,,,158
60473,SOUTH HOLLAND,False,not_started,1,1,7,15,0,[],not_searched,,11,16,6,1,0,0,0,1,0,0,0,2,4,1,0,0,0,11,5,1,0,1,10,3,2,1,8,2,,,159
60069,LINCOLNSHIRE,False,not_started,1,0,5,1,0,[],not_searched,,1,2,4,1,0,0,0,1,0,1,0,1,3,0,0,0,0,2,0,0,0,0,1,1,0,1,6,2,,,160
60638,CHICAGO,False,not_started,0,0,6,24,0,[],not_searched,,20,27,3,0,0,0,0,1,1,0,1,0,3,0,0,0,0,6,21,12,0,1,19,6,1,4,6,2,,,161
60403,Crest Hill,False,not_started,1,0,4,4,0,[],not_searched,,6,5,3,1,0,0,0,1,0,1,1,0,2,0,0,0,0,5,0,0,0,0,4,0,1,2,5,2,,,162
60438,LANSING,False,not_started,1,0,4,14,0,[],not_searched,,9,16,2,1,0,0,0,2,0,0,0,2,1,0,0,0,0,7,9,1,0,2,7,7,0,2,5,2,,,163
60503,Aurora,False,not_started,2,0,3,3,0,[],not_searched,,4,4,2,2,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,0,0,1,2,0,1,1,5,2,,,164
60656,CHICAGO,False,not_started,1,0,4,15,0,[],not_searched,,12,16,3,1,0,0,0,1,0,0,0,2,1,1,0,0,0,9,7,3,0,1,11,3,1,4,5,2,,,165
60008,ROLLING MEADOWS,False,not_started,0,0,4,14,0,[],not_searched,,12,16,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,13,3,0,0,3,9,3,1,4,4,2,,,166
60190,WINFIELD,False,not_started,1,0,3,10,0,[],not_searched,,9,13,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,4,9,4,0,1,8,2,2,7,4,2,,,167
60455,BRIDGEVIEW,False,not_started,1,1,3,8,0,[],not_searched,,7,9,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,5,4,4,0,2,3,4,0,1,4,2,,,168
60653,CHICAGO,False,not_started,2,0,2,6,0,[],not_searched,,5,7,1,2,0,0,0,0,0,0,1,0,1,2,0,0,0,3,4,0,0,0,5,0,2,0,4,2,,,169
60172,ROSELLE,False,not_started,1,1,2,19,0,[],not_searched,,16,20,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,13,7,1,0,3,11,3,3,3,3,2,,,170
60406,BLUE ISLAND,False,not_started,2,1,1,8,0,[],not_searched,,6,8,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,7,1,0,0,1,4,3,0,1,3,2,,,171
60445,CRESTWOOD,False,not_started,2,1,1,6,0,[],not_searched,,6,6,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3,0,0,0,5,1,0,1,3,2,,,172
60548,SANDWICH,False,not_started,1,0,2,5,0,[],not_searched,,6,7,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4,3,0,0,0,4,2,1,3,3,2,,,173
60621,CHICAGO,False,not_started,0,0,3,6,0,[],not_searched,,3,8,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,2,0,0,0,3,3,2,4,3,2,,,174
60649,CHICAGO,False,not_started,0,0,3,9,0,[],not_searched,,3,11,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,8,1,0,0,3,7,1,3,3,2,,,175
60655,CHICAGO,False,not_started,1,1,2,12,0,[],not_searched,,10,13,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,7,6,3,0,0,10,3,0,3,3,2,,,176
60660,CHICAGO,False,not_started,1,0,2,22,0,[],not_searched,,12,23,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,10,13,5,0,2,10,11,0,6,3,2,,,177
60803,ALSIP,False,not_started,1,0,2,7,0,[],not_searched,,3,8,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,4,4,0,0,0,3,4,1,3,3,2,,,178
60133,HANOVER PARK,False,not_started,1,0,1,12,0,[],not_searched,,10,13,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7,6,2,0,2,8,3,0,1,2,2,,,179
60163,BERKELEY,False,not_started,0,0,2,0,0,[],not_searched,,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,2,2,,,180
60164,NORTHLAKE,False,not_started,2,2,0,6,0,[],not_searched,,4,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,1,3,1,1,3,2,2,,,181
60418,CRESTWOOD,False,not_started,2,0,0,3,0,[],not_searched,,3,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,2,0,0,1,2,2,,,182
60471,RICHTON PARK,False,not_started,0,0,2,1,0,[],not_searched,,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,2,2,2,,,183
60827,RIVERDALE,False,not_started,0,0,2,1,0,[],not_searched,,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,1,2,2,,,184
60143,ITASCA,False,not_started,1,1,4,5,0,[],not_searched,,4,5,4,1,0,0,0,0,0,0,0,1,3,1,0,0,0,3,2,1,0,1,3,1,0,0,5,1,,,185
60604,CHICAGO,False,not_started,1,0,4,4,0,[],not_searched,,4,6,2,1,0,0,0,1,0,0,2,1,1,0,0,0,0,4,2,1,0,0,1,3,2,3,5,1,,,186
60661,CHICAGO,False,not_started,1,0,4,6,0,[],not_searched,,1,7,3,1,0,0,0,0,1,0,0,1,3,0,0,0,0,2,5,0,0,0,1,3,3,1,5,1,,,187
60446,Romeoville,False,not_started,2,0,1,10,0,[],not_searched,,7,11,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,4,7,2,0,2,4,5,0,5,3,1,,,188
60487,TINLEY PARK,False,not_started,1,0,2,5,0,[],not_searched,,3,6,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,3,0,0,0,3,1,2,1,3,1,,,189
60554,Sugar Grove,False,not_started,1,1,2,6,0,[],not_searched,,6,6,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3,0,0,0,5,1,0,5,3,1,,,190
60118,WEST DUNDEE,False,not_started,1,1,1,11,0,[],not_searched,,10,11,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,6,1,0,1,9,1,0,2,2,1,,,191
60153,MAYWOOD,False,not_started,0,0,2,6,0,[],not_searched,,5,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,0,0,0,5,1,1,2,2,1,,,192
60304,OAK PARK,False,not_started,0,0,2,7,0,[],not_searched,,5,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,3,0,0,0,5,2,1,3,2,1,,,193
60409,CALUMET CITY,False,not_started,1,0,1,10,0,[],not_searched,,7,10,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8,2,1,0,1,5,4,0,2,2,1,,,194
60415,CHICAGO RIDGE,False,not_started,0,0,2,4,0,[],not_searched,,4,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,3,2,0,0,2,1,,,195
60436,Joliet,False,not_started,1,0,1,3,0,[],not_searched,,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,3,1,0,1,2,1,,,196
60447,Minooka,False,not_started,1,0,1,4,0,[],not_searched,,3,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,0,2,2,0,2,2,1,,,197
60457,HICKORY HILLS,False,not_started,1,1,1,9,0,[],not_searched,,7,9,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,4,1,0,0,7,2,0,0,2,1,,,198
60538,MONTGOMERY,False,not_started,0,0,2,6,0,[],not_searched,,3,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,0,0,1,2,4,0,4,2,1,,,199
60040,HIGHWOOD,False,not_started,0,0,1,3,0,[],not_searched,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,2,1,1,2,1,1,,,200
60070,PROSPECT HEIGHTS,False,not_started,1,0,0,5,0,[],not_searched,,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,4,0,0,0,1,1,,,201
60155,BROADVIEW,False,not_started,1,0,0,3,0,[],not_searched,,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,0,1,1,,,202
60171,RIVER GROVE,False,not_started,0,0,1,5,0,[],not_searched,,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0,0,4,1,1,3,1,1,,,203
60419,DOLTON,False,not_started,0,0,1,5,0,[],not_searched,,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0,0,3,3,0,1,1,1,,,204
60433,JOLIET,False,not_started,1,0,0,1,0,[],not_searched,,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,,,205
60442,MANHATTAN,False,not_started,0,0,1,2,0,[],not_searched,,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,,,206
60449,MONEE,False,not_started,1,0,0,5,0,[],not_searched,,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,0,1,4,0,0,0,1,1,,,207
60458,JUSTICE,False,not_started,0,0,1,3,0,[],not_searched,,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,1,1,,,208
60464,Palos Park,False,not_started,1,0,0,8,0,[],not_searched,,3,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,0,1,2,5,0,0,1,1,,,209
60481,WILMINGTON,False,not_started,1,0,0,3,0,[],not_searched,,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,0,0,0,1,1,,,210
60501,SUMMIT,False,not_started,0,0,1,4,0,[],not_searched,,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,1,0,3,1,1,,,211
60511,Big Rock,False,not_started,0,0,1,0,0,[],not_searched,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,,,212
60526,La Grange,False,not_started,1,0,0,11,0,[],not_searched,,4,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,1,0,2,1,7,1,2,1,1,,,213
60636,CHICAGO,False,not_started,0,0,1,7,0,[],not_searched,,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,2,1,1,1,1,,,214
60644,CHICAGO,False,not_started,0,0,1,5,0,[],not_searched,,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,4,0,3,1,1,,,215
60651,CHICAGO,False,not_started,1,0,0,6,0,[],not_searched,,3,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,3,2,1,0,1,1,,,216
60110,CARPENTERSVILLE,False,not_started,1,0,4,8,0,[],not_searched,,7,8,4,1,0,0,0,0,0,0,1,3,1,0,0,0,0,6,2,0,0,0,6,2,0,2,5,0,,,217
60022,GLENCOE,False,not_started,0,0,2,2,0,[],not_searched,,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,,,218
60124,ELGIN,False,not_started,0,0,2,6,0,[],not_searched,,5,6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,5,0,1,0,2,0,,,219
60472,Robbins,False,not_started,0,0,2,0,0,[],not_searched,,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,220
60502,Aurora,False,not_started,0,0,2,12,0,[],not_searched,,8,12,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,6,1,0,2,4,6,0,0,2,0,,,221
60037,Fort Sheridan,False,not_started,0,0,1,0,0,[],not_searched,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,222
60104,BELLWOOD,False,not_started,1,0,0,6,0,[],not_searched,,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,3,1,2,5,1,0,,,223
60106,BENSENVILLE,False,not_started,0,0,1,10,0,[],not_searched,,7,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,0,0,7,2,1,0,1,0,,,224
60162,HILLSIDE,False,not_started,0,0,1,1,0,[],not_searched,,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,225
60410,Channahon,False,not_started,0,0,1,4,0,[],not_searched,,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,2,1,0,2,1,0,,,226
60434,Joliet,False,not_started,0,0,1,0,0,[],not_searched,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,227
60466,PARK FOREST,False,not_started,0,0,1,2,0,[],not_searched,,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,,,228
60514,Clarendon Hills,False,not_started,0,0,1,6,0,[],not_searched,,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,2,1,3,0,1,1,0,,,229
60555,WARRENVILLE,False,not_started,0,0,1,9,0,[],not_searched,,9,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,3,6,0,0,0,1,0,,,230
60626,CHICAGO,False,not_started,0,0,1,7,0,[],not_searched,,4,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,2,0,0,4,3,0,0,1,0,,,231
60017,Des Plaines,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,232
60038,Palatine,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,233
60119,ELBURN,False,not_started,0,0,0,4,0,[],not_searched,,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,3,0,1,0,0,0,,,234
60121,Elgin,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,235
60122,Elgin,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,236
60138,Glen Ellyn,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,237
60144,Gilberts,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,238
60151,Maple Park,False,not_started,0,0,0,1,0,[],not_searched,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,239
60161,Burbank,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,240
60165,STONE PARK,False,not_started,0,0,0,1,0,[],not_searched,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,241
60176,SCHILLER PARK,False,not_started,0,0,0,1,0,[],not_searched,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,242
60185,WEST CHICAGO,False,not_started,0,0,0,18,0,[],not_searched,,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,0,0,11,6,1,1,0,0,,,243
60186,West Chicago,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,244
60203,Evanston,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,245
60412,Calumet Park,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,246
60416,COAL CITY,False,not_started,0,0,0,2,0,[],not_searched,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,,,247
60421,Elwood,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,248
60425,Glenwood,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,249
60428,MARKHAM,False,not_started,0,0,0,1,0,[],not_searched,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,250
60429,HAZEL CREST,False,not_started,0,0,0,6,0,[],not_searched,,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,2,0,0,0,0,,,251
60432,JOLIET,False,not_started,0,0,0,6,0,[],not_searched,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,2,0,0,,,252
60454,Oak Forest,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,253
60456,HOMETOWN,False,not_started,0,0,0,2,0,[],not_searched,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,,,254
60468,PEOTONE,False,not_started,0,0,0,2,0,[],not_searched,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,,,255
60469,Posen,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,256
60475,STEGER,False,not_started,0,0,0,1,0,[],not_searched,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,257
60476,Thornton,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,258
60478,COUNTRY CLUB HILLS,False,not_started,0,0,0,1,0,[],not_searched,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,259
60480,WILLOW SPRINGS,False,not_started,0,0,0,3,0,[],not_searched,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,,,260
60484,University Park,False,not_started,0,0,0,1,0,[],not_searched,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,261
60512,Bristol,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,262
60519,Eola,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,263
60536,Millbrook,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,264
60537,Millington,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,265
60539,Mooseheart,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,266
60541,Newark,False,not_started,0,0,0,0,0,[],not_searched,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,267
60545,PLANO,False,not_started,0,0,0,4,0,[],not_searched,,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,2,0,2,0,0,,,268
60633,CHICAGO,False,not_started,0,0,0,2,0,[],not_searched,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,,,269
